date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#loc+market+code,#geo+lat,#geo+lon,#item+type,#item+name,#item+code,#item+unit,#item+price+flag,#item+price+type,#currency+code,#value,#value+usd
2016-06-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,7051.28,1.82
2016-06-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,6000,1.55
2016-06-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4533.33,1.17
2016-06-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4800,1.24
2016-06-15,Northern,Bombali,Bombali,1776,9.25,-12.16,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,10718.25,2.76
2016-06-15,Northern,Bombali,Bombali,1776,9.25,-12.16,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,26666.67,6.88
2016-06-15,Northern,Bombali,Bombali,1776,9.25,-12.16,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,6666.67,1.72
2016-06-15,Northern,Bombali,Bombali,1776,9.25,-12.16,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,SLL,7307.69,1.88
2016-06-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4000,1.03
2016-06-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4000,1.03
2016-06-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4000,1.03
2016-06-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4000,1.03
2016-06-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,11904.76,3.07
2016-06-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,SLL,7820.51,2.02
2016-06-15,Southern,Bonthe,Bo,341,7.54,-12.26,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,5200,1.34
2016-06-15,Southern,Bonthe,Bo,341,7.54,-12.26,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4800,1.24
2016-06-15,Southern,Bonthe,Bo,341,7.54,-12.26,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,9333,2.41
2016-06-15,Southern,Bonthe,Bo,341,7.54,-12.26,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,2000,0.52
2016-06-15,Southern,Bonthe,Bo,341,7.54,-12.26,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,5000,1.29
2016-06-15,Southern,Bonthe,Bo,341,7.54,-12.26,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,SLL,8461.54,2.18
2016-06-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4000,1.03
2016-06-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,26666.67,6.88
2016-06-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,6666.67,1.72
2016-06-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,5200,1.34
2016-06-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4000,1.03
2016-06-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,5600,1.44
2016-06-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4400,1.13
2016-06-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,10050,2.59
2016-06-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,26666.67,6.88
2016-06-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,5000,1.29
2016-06-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,3600,0.93
2016-06-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4000,1.03
2016-06-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,11538,2.98
2016-06-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,6666.67,1.72
2016-07-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4550,0.83
2016-07-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,9523.81,1.73
2016-07-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,25000,4.55
2016-07-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,4902.17,0.89
2016-07-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,5291.67,0.96
2016-07-15,Eastern,Kenema,Kenema,342,7.88,-11.19,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4800,0.87
2016-07-15,Eastern,Kenema,Kenema,342,7.88,-11.19,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,28888.89,5.26
2016-07-15,Eastern,Kenema,Kenema,342,7.88,-11.19,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,6666.67,1.21
2016-07-15,Eastern,Kenema,Kenema,342,7.88,-11.19,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,SLL,8846.15,1.61
2016-07-15,Eastern,Kono,Kono,1788,8.65,-10.98,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,3333.33,0.61
2016-07-15,Eastern,Kono,Kono,1788,8.65,-10.98,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,8333,1.52
2016-07-15,Eastern,Kono,Kono,1788,8.65,-10.98,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,22222.22,4.04
2016-07-15,Eastern,Kono,Kono,1788,8.65,-10.98,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,SLL,5769.23,1.05
2016-07-15,North Western,Kambia,Kambia,1789,9.12,-12.92,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4400,0.8
2016-07-15,North Western,Kambia,Kambia,1789,9.12,-12.92,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4800,0.87
2016-07-15,North Western,Kambia,Kambia,1789,9.12,-12.92,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,22222.22,4.04
2016-07-15,North Western,Kambia,Kambia,1789,9.12,-12.92,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,6666.67,1.21
2016-07-15,North Western,Kambia,Kambia,1789,9.12,-12.92,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,SLL,5769.23,1.05
2016-07-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,3846.15,0.7
2016-07-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,10000,1.82
2016-07-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,23703.7,4.31
2016-07-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,7051.28,1.28
2016-07-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4800,0.87
2016-07-15,Northern,Bombali,Bombali,1776,9.25,-12.16,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,10718.25,1.95
2016-07-15,Northern,Bombali,Bombali,1776,9.25,-12.16,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,26666.67,4.85
2016-07-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4000,0.73
2016-07-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4000,0.73
2016-07-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,10000,1.82
2016-07-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,22222.22,4.04
2016-07-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4400,0.8
2016-07-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,11429,2.08
2016-07-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,24444.44,4.45
2016-07-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,6666.67,1.21
2016-07-15,Southern,Bonthe,Bo,341,7.54,-12.26,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4866.67,0.89
2016-07-15,Southern,Bonthe,Bo,341,7.54,-12.26,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,26666.67,4.85
2016-07-15,Southern,Bonthe,Bo,341,7.54,-12.26,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,2000,0.36
2016-07-15,Southern,Bonthe,Bo,341,7.54,-12.26,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,5000,0.91
2016-07-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4000,0.73
2016-07-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,26666.67,4.85
2016-07-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,2800,0.51
2016-07-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,6000,1.09
2016-07-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4000,0.73
2016-07-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,22222.22,4.04
2016-07-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,6666.67,1.21
2016-07-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,26666.67,4.85
2016-07-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,2000,0.36
2016-07-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,5000,0.91
2016-07-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4000,0.73
2016-07-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,35555.56,6.47
2016-07-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,SLL,9615.38,1.75
2016-08-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4707.69,0.86
2016-08-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,8592.68,1.58
2016-08-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,5833.33,1.07
2016-08-15,Eastern,Kenema,Kenema,342,7.88,-11.19,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4800,0.88
2016-08-15,Eastern,Kenema,Kenema,342,7.88,-11.19,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,11111.11,2.04
2016-08-15,Eastern,Kenema,Kenema,342,7.88,-11.19,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,12000,2.2
2016-08-15,Eastern,Kenema,Kenema,342,7.88,-11.19,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,7692.31,1.41
2016-08-15,Eastern,Kenema,Kenema,342,7.88,-11.19,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,6666.67,1.22
2016-08-15,Eastern,Kenema,Kenema,342,7.88,-11.19,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,SLL,7692.31,1.41
2016-08-15,Eastern,Kono,Kono,1788,8.65,-10.98,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,6000,1.1
2016-08-15,Eastern,Kono,Kono,1788,8.65,-10.98,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,8000,1.47
2016-08-15,Eastern,Kono,Kono,1788,8.65,-10.98,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,19333.33,3.54
2016-08-15,Eastern,Kono,Kono,1788,8.65,-10.98,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,6033.33,1.11
2016-08-15,Eastern,Kono,Kono,1788,8.65,-10.98,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,SLL,7839.29,1.44
2016-08-15,North Western,Kambia,Kambia,1789,9.12,-12.92,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4615.38,0.85
2016-08-15,North Western,Kambia,Kambia,1789,9.12,-12.92,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,5384.62,0.99
2016-08-15,North Western,Kambia,Kambia,1789,9.12,-12.92,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,5383.41,0.99
2016-08-15,North Western,Kambia,Kambia,1789,9.12,-12.92,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,4347.83,0.8
2016-08-15,North Western,Kambia,Kambia,1789,9.12,-12.92,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,SLL,6923.08,1.27
2016-08-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4800,0.88
2016-08-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,5600,1.03
2016-08-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,12000,2.2
2016-08-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,6666.67,1.22
2016-08-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,6666.67,1.22
2016-08-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,SLL,7692.31,1.41
2016-08-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4800,0.88
2016-08-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,5200,0.95
2016-08-15,Northern,Bombali,Bombali,1776,9.25,-12.16,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,6000,1.1
2016-08-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4600,0.84
2016-08-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,8333.33,1.53
2016-08-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,10000,1.83
2016-08-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,6667,1.22
2016-08-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,SLL,6061,1.11
2016-08-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,5200,0.95
2016-08-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4800,0.88
2016-08-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,13000,2.38
2016-08-15,Southern,Bonthe,Bo,341,7.54,-12.26,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,6000,1.1
2016-08-15,Southern,Bonthe,Bo,341,7.54,-12.26,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,6000,1.1
2016-08-15,Southern,Bonthe,Bo,341,7.54,-12.26,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,6666.67,1.22
2016-08-15,Southern,Bonthe,Bo,341,7.54,-12.26,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,5555.56,1.02
2016-08-15,Southern,Bonthe,Bo,341,7.54,-12.26,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,6666.67,1.22
2016-08-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,5200,0.95
2016-08-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4400,0.81
2016-08-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,6666.67,1.22
2016-08-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,12000,2.2
2016-08-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4800,0.88
2016-08-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,7777.78,1.43
2016-08-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,833.33,0.15
2016-08-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,5800,1.06
2016-08-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,5200,0.95
2016-08-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,12500,2.29
2016-08-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,5769.23,1.06
2016-08-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,6000,1.1
2016-08-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,5400,0.99
2016-08-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,4625,0.85
2016-08-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,15277.78,2.8
2016-08-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,8974.36,1.65
2016-09-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4800,0.86
2016-09-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4800,0.86
2016-09-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,9000,1.61
2016-09-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,12000,2.14
2016-09-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,6315.79,1.13
2016-09-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,5000,0.89
2016-09-15,Eastern,Kenema,Kenema,342,7.88,-11.19,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4800,0.86
2016-09-15,Eastern,Kenema,Kenema,342,7.88,-11.19,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4400,0.79
2016-09-15,Eastern,Kenema,Kenema,342,7.88,-11.19,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,13000,2.32
2016-09-15,Eastern,Kenema,Kenema,342,7.88,-11.19,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,7692.31,1.37
2016-09-15,Eastern,Kenema,Kenema,342,7.88,-11.19,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,6666.67,1.19
2016-09-15,Eastern,Kenema,Kenema,342,7.88,-11.19,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,SLL,7692.31,1.37
2016-09-15,Eastern,Kono,Kono,1788,8.65,-10.98,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,6000,1.07
2016-09-15,Eastern,Kono,Kono,1788,8.65,-10.98,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,5600,1
2016-09-15,Eastern,Kono,Kono,1788,8.65,-10.98,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,6666.67,1.19
2016-09-15,North Western,Kambia,Kambia,1789,9.12,-12.92,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,5200,0.93
2016-09-15,North Western,Kambia,Kambia,1789,9.12,-12.92,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,5769.23,1.03
2016-09-15,North Western,Kambia,Kambia,1789,9.12,-12.92,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,6666.67,1.19
2016-09-15,North Western,Kambia,Kambia,1789,9.12,-12.92,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,12000,2.14
2016-09-15,North Western,Kambia,Kambia,1789,9.12,-12.92,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,8333.33,1.49
2016-09-15,North Western,Kambia,Kambia,1789,9.12,-12.92,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,SLL,8974.36,1.6
2016-09-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4800,0.86
2016-09-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,12000,2.14
2016-09-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,5000,0.89
2016-09-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,4400,0.79
2016-09-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,5200,0.93
2016-09-15,Northern,Bombali,Bombali,1776,9.25,-12.16,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,7333.33,1.31
2016-09-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,5200,0.93
2016-09-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4800,0.86
2016-09-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,10000,1.79
2016-09-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,2500,0.45
2016-09-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,6700,1.2
2016-09-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,5000,0.89
2016-09-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,5000,0.89
2016-09-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,6666.67,1.19
2016-09-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,15111.11,2.7
2016-09-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,5333.33,0.95
2016-09-15,Southern,Bonthe,Bo,341,7.54,-12.26,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,6000,1.07
2016-09-15,Southern,Bonthe,Bo,341,7.54,-12.26,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,6000,1.07
2016-09-15,Southern,Bonthe,Bo,341,7.54,-12.26,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,9784.95,1.75
2016-09-15,Southern,Bonthe,Bo,341,7.54,-12.26,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,15000,2.68
2016-09-15,Southern,Bonthe,Bo,341,7.54,-12.26,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,5555.56,0.99
2016-09-15,Southern,Bonthe,Bo,341,7.54,-12.26,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,6666.67,1.19
2016-09-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,4500,0.8
